id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
60852,20,3/17/2011,World Bank,471,World,37.82346185,-6.7716987,Kwa Saidi Gwaja,0,Wami / Ruvu,Mbuyuni,Morogoro,5,2,Morogoro Rural,Mkambalani,150,TRUE,GeoData Consultants Ltd,VWC,Mkam,TRUE,2004,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
64130,0,10/23/2012,Tasaf,0,TASAF,32.78502522,-5.41803094,Kwa Ramadhani,0,Lake Tanganyika,Nyakahunga,Tabora,14,5,Sikonge,Igigwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
17687,0,8/3/2011,Government Of Tanzania,385,RWE,37.44310991,-6.29976667,Shuleni,0,Wami / Ruvu,Kipogoro,Morogoro,5,6,Mvomero,Mvomero,1,TRUE,GeoData Consultants Ltd,VWC,Vugiro,TRUE,1974,submersible,submersible,submersible,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
38876,0,2/24/2011,Tanza,350,DWE,37.88687839,-6.86199999,Msikitini,0,Wami / Ruvu,Kikundi Kati,Morogoro,5,2,Morogoro Rural,Kiroka,1,TRUE,GeoData Consultants Ltd,VWC,Kiro,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
28669,50,3/21/2013,0,12,0,39.1857105,-6.89259326,Chekanao,0,Wami / Ruvu,Mtaa Wa Kitunda Kati,Dar es Salaam,7,2,Ilala,Kitunda,150,,GeoData Consultants Ltd,Private operator,,FALSE,0,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
73769,0,8/2/2011,Sw,0,SW,31.65326799,-1.59857903,Kashasha,0,Lake Victoria,Busiiko,Kagera,18,3,Muleba,Ruhanga,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional needs repair
66521,2000,2/3/2011,Shipo,1603,Shipo,34.98887131,-8.91132497,none,0,Rufiji,Usetule Kati,Iringa,11,4,Njombe,Mahongole,40,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2010,other - rope pump,rope pump,rope pump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
53167,0,1/24/2013,Fini Water,1,Fini water,39.6002343,-10.02772132,Kwa Timba,0,Ruvuma / Southern Coast,Mpakani,Lindi,80,62,Lindi Rural,Ng'apa,200,TRUE,GeoData Consultants Ltd,,,TRUE,1987,other,other,other,vwc,user-group,unknown,unknown,salty,salty,enough,enough,machine dbh,borehole,groundwater,other,other,non functional
24232,0,4/7/2011,,0,,34.35839958,-8.69424705,Kwa Mzee Yakobo Kimela,0,Rufiji,Mkanyageni,Mbeya,12,7,Mbarali,Rujewa,0,FALSE,GeoData Consultants Ltd,Water Board,,TRUE,0,gravity,gravity,gravity,water board,user-group,never pay,never pay,coloured,colored,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
65788,0,10/21/2012,Kanisa,1589,Kanisa,34.45547821,-1.24644694,Keburuna,0,Lake Victoria,Buhemba,Mara,20,1,Tarime,Sirari,1600,TRUE,GeoData Consultants Ltd,,,TRUE,2008,other,other,other,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
72981,0,4/16/2011,,0,,33.78421925,-8.77994557,Kwa Peter,0,Rufiji,Usafwa,Mbeya,12,7,Mbarali,Igurusi,0,TRUE,GeoData Consultants Ltd,WUA,,TRUE,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,coloured,colored,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
60983,0,3/16/2013,0,-15,0,39.52711433,-6.98874758,Msikitini,0,Wami / Ruvu,Madrasa,Dar es Salaam,7,3,Temeke,Kimbiji,50,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1970,mono,mono,motorpump,vwc,user-group,never pay,never pay,salty,salty,dry,dry,machine dbh,borehole,groundwater,other,other,non functional
37768,0,2/22/2013,Hesawa,1481,HESAWA,34.56387749,-1.72068493,Madukani,0,Lake Victoria,Madukani,Mara,20,2,Serengeti,Kebanchabancha,400,,GeoData Consultants Ltd,Other,,TRUE,1996,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
64880,0,2/3/2013,Oxfarm,1595,OXFARM,29.80857829,-4.46052001,Nyaruyoka,0,Lake Tanganyika,Ruhororo,Kigoma,16,2,Kasulu,Muhinda,590,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,1996,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional
32871,400,2/24/2013,Tasaf,531,TASAF,37.41877342,-10.91557638,Ngatuni Primary School,0,Ruvuma / Southern Coast,Majengo B,Ruvuma,10,1,Tunduru,Muhuwesi,1,FALSE,GeoData Consultants Ltd,VWC,,FALSE,2009,other - swn 81,other handpump,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
45564,0,4/2/2011,Village Council,0,VILLAGE COUNCIL Orpha,33.54480544,-8.9288387,Anthony Daudi,0,Rufiji,Kijiweni,Mbeya,12,2,Mbeya Rural,Igale,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
23519,0,10/19/2012,World Vision,0,World vision,32.17244285,-3.64330972,Kwa Karoli B,0,Lake Tanganyika,Kwa Karoli,Shinyanga,17,5,Bukombe,Masumbwe,0,,GeoData Consultants Ltd,WUG,,TRUE,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,functional needs repair
50173,0,10/20/2012,Netherlands,0,DWE,34.08915375,-3.12214007,Mageni,0,Lake Victoria,Shuleni,Shinyanga,17,2,Maswa,Ipililo,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,swn 80,swn 80,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
66843,0,1/30/2013,Government Of Tanzania,101,,39.55938321,-9.70159734,Kwa Mtotela,0,Ruvuma / Southern Coast,Nangumbu,Lindi,80,23,Lindi Rural,Mchinga,1,FALSE,GeoData Consultants Ltd,VWC,Government Borehole Scheme,FALSE,2010,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
13815,1000,3/3/2011,Kkkt,1562,Villagers,34.94546531,-8.86866011,Kwa Robart Mchena,0,Rufiji,Mahongole A,Iringa,11,4,Njombe,Mahongole,250,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
36591,0,8/17/2011,Rudep,1481,DWE,32.06591365,-8.68875072,Shule Ya Msingi Kavifuti,0,Lake Rukwa,Mianga,Rukwa,15,2,Sumbawanga Rural,Miangalua,450,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1986,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,non functional
71845,500,3/28/2011,Unicef,1445,DWE,34.68050209,-8.84136926,Kwa Mzee Lupaya,0,Rufiji,Kati,Iringa,11,4,Njombe,Wanging'ombe,80,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
42180,1200,1/21/2013,Government Of Tanzania,1242,DWE,30.26413388,-4.52564753,Kwa Mukanda,0,Lake Tanganyika,Kagembe B,Kigoma,16,2,Kasulu,Ruhita,560,TRUE,GeoData Consultants Ltd,Water authority,Maji ya kutega,TRUE,1977,gravity,gravity,gravity,water board,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
63632,0,7/23/2011,Hesawz,0,DWE,33.16358148,-2.54645921,Kwa Bujashi,0,Lake Victoria,Matela A,Mwanza,19,2,Magu,Nyanguge,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
55594,0,1/25/2013,Shanta,1231,Idara ya maji,35.0800974,-5.32212056,Bombani,0,Internal,Londoni,Singida,13,3,Manyoni,Makuru,2500,TRUE,GeoData Consultants Ltd,VWC,Londoni water supply,FALSE,2009,mono,mono,motorpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
11787,0,10/23/2012,Fpct,0,FPCT,33.43789893,-4.42476057,Fpct,0,Internal,Hospital,Tabora,14,2,Igunga,Nkinga,0,TRUE,GeoData Consultants Ltd,Private operator,,FALSE,0,submersible,submersible,submersible,private operator,commercial,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,other,other,functional
48528,0,2/6/2013,Government Of Tanzania,1076,DWE,30.90475149,-5.10070113,Kwa Mama Hidaya,0,Lake Tanganyika,Kagwila,Kigoma,16,3,Kigoma Rural,Mganza,1050,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,other,other,other,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
72678,0,1/30/2013,Wvt,0,WVT,0,-2.00E-08,Wvt Tanzania,0,Lake Victoria,Ilula,Shinyanga,17,1,Bariadi,Chinamili,0,FALSE,GeoData Consultants Ltd,Parastatal,,FALSE,0,gravity,gravity,gravity,parastatal,parastatal,other,other,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
50970,20,2/5/2013,Lga,262,LGA,39.08229758,-10.9753631,Kanjilu,0,Ruvuma / Southern Coast,Ng'Uni,Mtwara,90,33,Masasi,Sindano,36,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2004,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional
37840,0,2/27/2013,Danida,935,DANIDA,35.98642477,-10.73055089,Kwa Chafuruga,0,Ruvuma / Southern Coast,Mwinuko,Ruvuma,10,5,Namtumbo,Mkongo,540,TRUE,GeoData Consultants Ltd,VWC,Njalamatata water gravity scheme,TRUE,1983,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
44258,0,8/11/2011,Dwe,823,DWE,31.7799078,-7.80637606,Kwa Marki,0,Lake Rukwa,Ichese,Rukwa,15,2,Sumbawanga Rural,Mtowisa,300,TRUE,GeoData Consultants Ltd,VWC,Mtowisa water suply,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
10715,40,3/9/2011,Private Individual,217,WU,38.33493265,-6.45446888,Maiko,0,Wami / Ruvu,Sekondari,Pwani,6,1,Bagamoyo,Lugoba,12,TRUE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2010,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
12120,500,3/18/2011,Dhv,253,RWE,36.70397575,-8.12006358,Kwazai,0,Rufiji,Katindiuka A,Morogoro,5,3,Kilombero,Ifakara,450,TRUE,GeoData Consultants Ltd,,,TRUE,1997,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
67980,300,3/11/2011,Ir,665,Ir,36.70991445,-6.64260892,Mbigili,0,Wami / Ruvu,Mbigili,Morogoro,5,1,Kilosa,Kidete,632,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1997,other,other,other,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
41635,500,7/16/2011,Government Of Tanzania,1783,DWE,31.52365762,-8.17864388,Kwa Alfred Mwanandenje,0,Lake Tanganyika,Malangilisho,Rukwa,15,2,Sumbawanga Rural,Msanzi,50,TRUE,GeoData Consultants Ltd,VWC,Msanzi Water Supply Sc,TRUE,1972,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
14884,0,3/7/2013,World Vision,961,World Vision,35.7005422,-3.81945703,Migungani,0,Internal,Migungani,Manyara,21,1,Babati,Magara,245,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2012,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,fluoride,fluoride,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
56725,0,1/17/2013,Netherlands,0,DWE,0,-2.00E-08,Kikundi Cha Wakina Mama,0,Lake Victoria,Mahaha,Shinyanga,17,1,Bariadi,Bunamhala,0,,GeoData Consultants Ltd,WUG,,FALSE,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
33037,0,8/14/2011,Kkkt,0,KKKT,33.20344175,-9.07440778,Sailos,0,Lake Rukwa,Nzovu,Mbeya,12,6,Mbozi,Iyula,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
22190,0,3/12/2011,Government Of Tanzania,183,DWE,38.76743559,-5.17227682,Kwegole,0,Pangani,Kwegole,Tanga,4,3,Muheza,Magila,600,TRUE,GeoData Consultants Ltd,VWC,Amani spring,FALSE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
47459,1000,3/2/2011,Danida,1592,DANID,35.63419525,-7.85014451,none,0,Rufiji,Igavilo,Iringa,11,1,Iringa Rural,Mseke,1,TRUE,GeoData Consultants Ltd,VWC,Meseke,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
68908,0,3/5/2011,,-21,,39.67094346,-7.90660636,Royal,0,Rufiji,Kigamboni,Pwani,60,60,Mafia,Kilindoni,32,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
62670,0,9/3/2013,Oikos E.Afrika,1589,Community,36.8272342,-3.18469585,Abisalum Mose,0,Internal,Uzunguni,Arusha,2,7,Meru,Ngarenanyuki,120,TRUE,GeoData Consultants Ltd,VWC,Kisimiri gravity water supply,TRUE,2006,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
60866,0,8/17/2011,Rudep,1485,DWE,32.06802448,-8.68938706,Kanisani,0,Lake Rukwa,Mianga,Rukwa,15,2,Sumbawanga Rural,Miangalua,59,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1986,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
2136,0,2/22/2011,,-16,,39.8543204,-7.78306327,Mvivini,0,Rufiji,Jimbo Mjini,Pwani,60,63,Mafia,Kirongwe,230,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
33320,0,2/16/2011,Anglican Church,1823,Angli,35.76391894,-8.08918663,none,0,Rufiji,Itimbwi,Iringa,11,7,Kilolo,Ukumbi,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2009,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
58126,0,4/3/2011,Government Of Tanzania,0,Government,33.01476219,-8.43639754,Shuleni,0,Lake Rukwa,Majengo,Mbeya,12,1,Chunya,Mbangala,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
45604,0,7/9/2011,Peters,0,DWE,31.51225219,-1.13959123,Church,0,Lake Victoria,Nyakalembe,Kagera,18,7,Misenyi,Kassambya,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
67428,0,4/12/2011,Danida,0,DANIDA,33.72402918,-8.93211477,Kwa Njale,0,Rufiji,Nyalwela,Mbeya,12,2,Mbeya Rural,Ilungu,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
52318,0,4/14/2011,,0,,33.85161987,-8.82993517,Kwa Silvesta,0,Rufiji,Kanisani,Mbeya,12,7,Mbarali,Igurusi,0,TRUE,GeoData Consultants Ltd,WUA,,TRUE,0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
33347,0,1/25/2013,,1660,,34.88475031,-4.89751605,Timothy,0,Internal,Siuyu,Singida,13,2,Singida Rural,Siuyu,1,,GeoData Consultants Ltd,VWC,S,,2010,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
36684,0,3/10/2011,Kkkt,1705,KKKT,34.95840922,-8.51078169,none,0,Rufiji,J,Iringa,11,2,Mufindi,Nyololo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2000,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
41034,1000,2/24/2011,Danida,1712,DWE,35.2725042,-8.19550192,none,0,Rufiji,I,Iringa,11,2,Mufindi,Isalavanu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
112,30,3/14/2011,Donor,128,WU,38.34276796,-6.60873088,Shabaan Jubwa,0,Wami / Ruvu,Chalinze Mzee A,Pwani,6,1,Bagamoyo,Chalinze,50,TRUE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2010,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non functional
4807,25000,4/14/2011,Secondary Schoo,1768,secondary school,34.71600987,-9.12973959,Head Master,0,Rufiji,Sadani,Iringa,11,4,Njombe,Mdandu,25,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,TRUE,1987,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
41845,50,2/22/2013,Amref,232,Amref,39.77883219,-10.60671713,Shuleni,0,Ruvuma / Southern Coast,Mjini,Mtwara,99,1,Mtwara Rural,Njengwa,150,TRUE,GeoData Consultants Ltd,VWC,Hinju water supply,TRUE,2011,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
6065,1500,3/25/2013,Government Of Tanzania,1567,Government,37.89233459,-4.36699297,Kwa Lukwazi,0,Pangani,Tariso,Kilimanjaro,3,3,Same,Suji,500,TRUE,GeoData Consultants Ltd,Water authority,Hempanga water supply,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
37187,0,2/28/2013,Government Of Tanzania,1607,District council,37.59718978,-3.08465534,Kncu,0,Pangani,Kitakura,Kilimanjaro,3,1,Rombo,Kitirima Kingachi,1,TRUE,GeoData Consultants Ltd,Company,EKTM 3 water supply,TRUE,1962,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
26540,50,1/18/2013,Ministry Of Water,1135,DWE,33.50998861,-2.15235319,Shuleni,0,Lake Victoria,Stooni,Mara,20,4,Bunda,Neruma,100,TRUE,GeoData Consultants Ltd,VWC,Kasahunga pipe scheme,TRUE,1978,gravity,gravity,gravity,parastatal,parastatal,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe,communal standpipe,non functional
8879,0,10/10/2012,Adb,0,DWE,33.78466711,-3.72624692,Shule,0,Internal,Bulilwa,Shinyanga,17,8,Kishapu,Mwamashele,0,FALSE,GeoData Consultants Ltd,Parastatal,,FALSE,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
30377,0,8/1/2011,Government Of Tanzania,0,Central government,30.75176889,-2.54922891,Masumbuko,0,Lake Victoria,Nyamahawa,Kagera,18,30,Ngara,Nyakisasa,0,TRUE,GeoData Consultants Ltd,VWC,Kashanda spring source,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
20203,0,2/27/2013,,1539,,34.89458362,-4.49407781,Ramadhan,0,Internal,Azimio,Singida,13,2,Singida Rural,Mudida,1,TRUE,GeoData Consultants Ltd,VWC,,,1990,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
8060,500,2/22/2011,Shipo,1768,SHIPO,34.89930829,-9.20451104,Kwa Bonifasi Pascal,0,Rufiji,Mahalule,Iringa,11,4,Njombe,Ikuka,40,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2010,other - rope pump,rope pump,rope pump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
59630,500,7/3/2011,Kkkt,1593,Villagers,34.9203231,-8.83707693,Kwa Onesmo Ndumbula,0,Rufiji,Manzese,Iringa,11,4,Njombe,Mahongole,40,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
10068,0,7/27/2011,Jbg,0,JBG,30.49985221,-2.5554993,Kikoko,0,Lake Victoria,Mumigezi,Kagera,18,30,Ngara,Mugoma,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,coloured,colored,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair
34609,0,8/5/2011,,0,,31.77582328,-1.33162743,Kigesho,0,Lake Victoria,Bulibata,Kagera,18,6,Bukoba Urban,Nyanga,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,spring,spring,groundwater,improved spring,improved spring,non functional
26701,0,7/20/2011,Dadis,0,DADIS,32.85025146,-9.01509636,Fredy Mwasianga,0,Lake Rukwa,Msia Kati,Mbeya,12,6,Mbozi,Msia,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,other,other,functional
46897,0,3/13/2013,International Aid Services,1315,International Aid Services,36.78231907,-3.36937009,Chuo Cha Ualimu Patendi,0,Pangani,Patandi,Arusha,2,7,Meru,Akheri,400,TRUE,GeoData Consultants Ltd,WUA,,FALSE,2012,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
34636,10,3/15/2011,Government Of Tanzania,205,RW,38.23544422,-6.63641192,Kiwembe,0,Wami / Ruvu,Kudibona,Pwani,6,1,Bagamoyo,Chalinze,100,TRUE,GeoData Consultants Ltd,VWC,Matuli/Mdaula,TRUE,1982,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,dam,dam,surface,communal standpipe,communal standpipe,non functional
52520,10,3/18/2013,Germany,1685,Dmdd,35.88015611,-3.25083059,Kwa Gabriel,0,Internal,Qanqali,Arusha,24,30,Karatu,Mbulumbulu,200,TRUE,GeoData Consultants Ltd,VWC,Vyama vya watumia maji,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
75,0,1/4/2011,Unicef,1397,DWE,34.5688417,-8.91716508,Kwa Sihehwa,0,Rufiji,Sosola,Iringa,11,4,Njombe,Ilembula,20,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,other,other,non functional
31626,0,7/18/2011,Danida,0,Central government,33.82643865,-9.52747959,Kwa Gwakisa Mwantupe,0,Lake Nyasa,Majengo,Mbeya,12,3,Kyela,Mwaya,0,TRUE,GeoData Consultants Ltd,VWC,Sinyanga water supplied sch,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
3181,0,1/20/2013,Tcrs,1232,TCRS,30.35823687,-5.56948805,Plot 40,0,Lake Tanganyika,Barabara 5,Rukwa,15,1,Mpanda,Mishamo,100,TRUE,GeoData Consultants Ltd,Water authority,,TRUE,1985,other,other,other,water authority,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
43098,0,4/4/2011,,0,,33.24244114,-9.31914172,Kwa Daison,0,Lake Nyasa,Isanga,Mbeya,12,5,Ileje,Ndola,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
